"survey_response_id","segment","age","city","purchase_frequency_per_month","monthly_beverage_spend_eur","price_sensitivity_1_10","preferred_channel","aware_pulsup","aware_matelibre","aware_voltfit","aware_rootandrise","lumen_purchase_intent_1_10"
"DE-SURVEY-217","On-the-go Commuters","46","Other Germany","5.6","16.39","6.9","Gym & Office","0","1","0","0","4.9"
"DE-SURVEY-218","Students & Budget-Conscious","21","Cologne","5.0","5.75","7.4","DTC Online","1","1","1","0","6.1"
"DE-SURVEY-219","Students & Budget-Conscious","20","Munich","9.3","20.16","6.5","Gym & Office","0","1","0","0","6.8"
"DE-SURVEY-220","Fitness & Gym-Goers","31","Other Germany","6.9","20.95","5.8","Retail/Grocery","0","0","1","1","8.7"
"DE-SURVEY-221","Students & Budget-Conscious","18","Hamburg","6.2","11.32","8.7","DTC Online","1","1","1","0","5.5"
"DE-SURVEY-222","Students & Budget-Conscious","18","Cologne","2.6","20.1","8.3","DTC Online","1","1","0","0","4.5"
"DE-SURVEY-223","Students & Budget-Conscious","21","Cologne","4.9","16.89","7.3","DTC Online","1","1","0","0","5.2"
"DE-SURVEY-224","Students & Budget-Conscious","21","Other Germany","1.3","14.53","6.8","Retail/Grocery","1","0","1","0","5.6"
"DE-SURVEY-225","Urban Wellness Professionals","29","Berlin","6.5","23.05","4.2","DTC Online","1","0","1","0","10"
"DE-SURVEY-226","Students & Budget-Conscious","22","Munich","6.8","15.98","7.0","Retail/Grocery","0","0","0","0","7.1"
"DE-SURVEY-227","Urban Wellness Professionals","38","Berlin","5.3","24.97","5.0","DTC Online","1","1","1","1","9.5"
"DE-SURVEY-228","Fitness & Gym-Goers","19","Berlin","4.9","17.35","4.1","DTC Online","0","1","1","1","9.6"
"DE-SURVEY-229","Urban Wellness Professionals","35","Other Germany","9.7","22.61","3.2","Gym & Office","1","0","1","0","9.2"
"DE-SURVEY-230","Students & Budget-Conscious","21","Other Germany","7.9","14.82","5.3","Retail/Grocery","1","1","0","1","8.0"
"DE-SURVEY-231","Fitness & Gym-Goers","30","Berlin","9.3","19.25","6.7","Gym & Office","1","0","1","0","7.7"
"DE-SURVEY-232","Urban Wellness Professionals","37","Other Germany","9.5","8.57","3.6","DTC Online","0","1","0","1","10"
"DE-SURVEY-233","On-the-go Commuters","27","Munich","7.8","29.89","6.9","DTC Online","1","1","0","1","5.5"
"DE-SURVEY-234","On-the-go Commuters","49","Other Germany","4.4","25.71","4.9","Gym & Office","1","0","0","0","7.4"
"DE-SURVEY-235","Urban Wellness Professionals","36","Cologne","9.8","18.13","3.0","DTC Online","0","0","0","1","8.6"
"DE-SURVEY-236","Fitness & Gym-Goers","27","Munich","6.8","7.69","9.1","Gym & Office","0","0","1","1","3.4"
"DE-SURVEY-237","Fitness & Gym-Goers","19","Other Germany","4.2","20.13","4.5","DTC Online","1","0","1","1","6.3"
"DE-SURVEY-238","Fitness & Gym-Goers","24","Hamburg","5.0","26.97","4.5","Gym & Office","1","0","1","1","8.0"
"DE-SURVEY-239","Urban Wellness Professionals","33","Other Germany","4.5","17.06","6.1","DTC Online","0","1","0","1","7.3"
"DE-SURVEY-240","Fitness & Gym-Goers","32","Other Germany","3.7","20.93","6.6","DTC Online","1","0","1","1","7.0"
"DE-SURVEY-241","Students & Budget-Conscious","24","Berlin","7.1","24.29","6.6","Retail/Grocery","1","0","0","0","5.3"
"DE-SURVEY-242","Students & Budget-Conscious","23","Berlin","8.0","12.83","8.6","Gym & Office","1","1","0","0","4.6"
"DE-SURVEY-243","Urban Wellness Professionals","40","Hamburg","8.9","27.81","3.9","Retail/Grocery","1","0","0","1","9.6"
"DE-SURVEY-244","Fitness & Gym-Goers","29","Munich","6.8","23.52","4.4","DTC Online","1","0","1","0","8.7"
"DE-SURVEY-245","Fitness & Gym-Goers","22","Hamburg","5.0","29.45","5.5","Gym & Office","1","0","1","1","6.4"
"DE-SURVEY-246","Urban Wellness Professionals","28","Hamburg","5.8","20.27","4.2","Gym & Office","0","0","1","0","9.2"
"DE-SURVEY-247","Urban Wellness Professionals","37","Berlin","6.1","23.2","3.2","DTC Online","1","0","0","0","9.7"
"DE-SURVEY-248","Urban Wellness Professionals","28","Cologne","10.9","15.58","3.0","Retail/Grocery","0","0","1","1","10"
"DE-SURVEY-249","Students & Budget-Conscious","22","Cologne","5.1","10.62","8.0","Gym & Office","1","1","1","0","2.5"
"DE-SURVEY-250","Fitness & Gym-Goers","21","Other Germany","5.6","16.08","6.6","Gym & Office","1","1","0","0","7.4"
"DE-SURVEY-251","Fitness & Gym-Goers","21","Other Germany","3.3","21.46","6.6","Gym & Office","0","0","1","0","8.5"
"DE-SURVEY-252","Students & Budget-Conscious","21","Hamburg","1.9","9.18","9.0","Gym & Office","1","1","0","0","5.0"
"DE-SURVEY-253","On-the-go Commuters","28","Hamburg","2.8","21.21","6.6","Retail/Grocery","1","0","0","0","7.7"
"DE-SURVEY-254","Students & Budget-Conscious","21","Berlin","4.9","11.72","9.0","DTC Online","1","0","0","0","7.0"
"DE-SURVEY-255","Fitness & Gym-Goers","28","Cologne","8.5","14.16","3.6","Retail/Grocery","1","0","0","0","9.3"
"DE-SURVEY-256","Students & Budget-Conscious","19","Cologne","4.3","11.93","8.3","Gym & Office","1","1","0","0","5.3"
"DE-SURVEY-257","Students & Budget-Conscious","21","Cologne","5.6","8.18","9.3","DTC Online","1","1","1","0","8.5"
"DE-SURVEY-258","On-the-go Commuters","50","Other Germany","3.7","14.04","7.3","Retail/Grocery","0","0","0","0","4.6"
"DE-SURVEY-259","Fitness & Gym-Goers","33","Other Germany","7.6","18.89","7.2","DTC Online","0","1","1","0","8.2"
"DE-SURVEY-260","Students & Budget-Conscious","19","Cologne","6.3","25.31","8.0","Retail/Grocery","1","1","1","0","7.4"
"DE-SURVEY-261","Students & Budget-Conscious","23","Other Germany","2.7","8.36","8.2","Retail/Grocery","1","1","1","0","2.1"
"DE-SURVEY-262","On-the-go Commuters","40","Other Germany","5.0","13.56","5.9","Gym & Office","1","1","0","0","8.1"
"DE-SURVEY-263","Fitness & Gym-Goers","26","Hamburg","6.9","13.33","4.8","Retail/Grocery","1","0","0","0","9.5"
"DE-SURVEY-264","On-the-go Commuters","45","Munich","2.4","27.49","4.9","Gym & Office","1","0","0","0","9.1"
"DE-SURVEY-265","Fitness & Gym-Goers","35","Cologne","3.1","10.1","4.2","Gym & Office","1","1","1","1","8.0"
"DE-SURVEY-266","Students & Budget-Conscious","20","Other Germany","4.1","26.94","7.7","Retail/Grocery","1","1","0","0","6.6"
"DE-SURVEY-267","Fitness & Gym-Goers","35","Other Germany","9.6","21.51","5.7","Retail/Grocery","0","0","0","0","6.6"
"DE-SURVEY-268","Urban Wellness Professionals","26","Berlin","5.7","33.08","1.9","Gym & Office","0","0","0","1","8.6"
"DE-SURVEY-269","Fitness & Gym-Goers","24","Munich","7.2","14.06","5.8","Gym & Office","0","1","1","1","7.6"
"DE-SURVEY-270","Urban Wellness Professionals","29","Berlin","4.3","25.49","3.8","Retail/Grocery","0","1","0","1","8.5"
"DE-SURVEY-271","On-the-go Commuters","41","Berlin","8.0","25.11","4.6","Retail/Grocery","1","1","1","0","8.1"
"DE-SURVEY-272","Urban Wellness Professionals","25","Berlin","10.1","26.87","3.6","DTC Online","0","1","0","1","9.1"
"DE-SURVEY-273","Students & Budget-Conscious","23","Munich","5.5","13.89","6.5","DTC Online","1","1","1","0","6.4"
"DE-SURVEY-274","On-the-go Commuters","42","Berlin","3.5","25.31","4.9","Retail/Grocery","1","0","0","0","6.2"
"DE-SURVEY-275","Fitness & Gym-Goers","20","Other Germany","7.3","23.55","4.4","Retail/Grocery","0","0","1","1","8.8"
"DE-SURVEY-276","Urban Wellness Professionals","37","Cologne","5.4","18.83","2.8","Retail/Grocery","0","0","1","0","8.5"
"DE-SURVEY-277","Students & Budget-Conscious","24","Other Germany","9.8","9.44","7.4","Retail/Grocery","1","1","0","0","7.7"
"DE-SURVEY-278","On-the-go Commuters","34","Other Germany","2.7","24.13","4.7","Retail/Grocery","0","0","0","1","5.2"
"DE-SURVEY-279","Students & Budget-Conscious","22","Hamburg","8.5","22.31","7.3","Retail/Grocery","1","1","1","0","5.0"
"DE-SURVEY-280","On-the-go Commuters","31","Berlin","1.4","23.75","7.8","Retail/Grocery","1","1","1","0","5.6"
"DE-SURVEY-281","Urban Wellness Professionals","35","Hamburg","8.0","25.65","3.4","DTC Online","0","0","1","1","10"
"DE-SURVEY-282","On-the-go Commuters","38","Berlin","2.7","15.84","6.5","Retail/Grocery","1","1","0","0","5.5"
"DE-SURVEY-283","On-the-go Commuters","40","Frankfurt","2.0","22.4","7.4","Retail/Grocery","0","1","1","1","7.3"
"DE-SURVEY-284","Urban Wellness Professionals","25","Other Germany","5.8","27.5","3.6","Gym & Office","0","0","1","1","9.9"
"DE-SURVEY-285","On-the-go Commuters","43","Other Germany","7.3","16.05","4.5","DTC Online","0","0","0","1","8.7"
"DE-SURVEY-286","Urban Wellness Professionals","39","Berlin","5.0","20.58","3.4","DTC Online","1","1","1","1","10"
"DE-SURVEY-287","On-the-go Commuters","36","Hamburg","5.8","29.65","7.8","DTC Online","1","0","0","0","8.0"
"DE-SURVEY-288","Urban Wellness Professionals","37","Hamburg","12.6","24.14","3.5","Retail/Grocery","1","0","0","1","10"
"DE-SURVEY-289","On-the-go Commuters","39","Berlin","5.2","22.64","5.4","DTC Online","1","1","0","0","8.4"
"DE-SURVEY-290","Urban Wellness Professionals","40","Cologne","6.0","24.34","2.7","Retail/Grocery","1","0","0","1","10"
"DE-SURVEY-291","Students & Budget-Conscious","19","Cologne","2.0","21.0","9.5","Retail/Grocery","1","1","0","0","1.2"
"DE-SURVEY-292","Urban Wellness Professionals","29","Other Germany","10.5","19.75","3.3","Retail/Grocery","1","1","1","1","10"
"DE-SURVEY-293","On-the-go Commuters","41","Other Germany","9.3","7.96","7.2","Retail/Grocery","0","1","0","0","4.2"
"DE-SURVEY-294","Urban Wellness Professionals","25","Other Germany","10.3","24.27","1.2","Gym & Office","0","0","1","0","9.6"
"DE-SURVEY-295","On-the-go Commuters","47","Frankfurt","9.5","21.86","5.9","Retail/Grocery","1","1","1","0","6.4"
"DE-SURVEY-296","Students & Budget-Conscious","22","Berlin","3.0","16.05","6.9","Retail/Grocery","1","1","0","0","7.4"
"DE-SURVEY-297","Urban Wellness Professionals","33","Other Germany","10.0","20.03","1.6","Retail/Grocery","1","1","1","0","10"
"DE-SURVEY-298","Fitness & Gym-Goers","21","Other Germany","7.0","20.9","6.8","Retail/Grocery","0","1","1","0","4.5"
"DE-SURVEY-299","On-the-go Commuters","29","Cologne","6.4","12.68","6.9","DTC Online","0","1","0","0","7.7"
"DE-SURVEY-300","On-the-go Commuters","26","Other Germany","6.9","14.74","5.2","Retail/Grocery","1","0","0","0","4.9"
"DE-SURVEY-301","Students & Budget-Conscious","18","Hamburg","5.4","8.33","8.9","Retail/Grocery","1","1","0","0","6.2"
"DE-SURVEY-302","Urban Wellness Professionals","36","Hamburg","6.8","31.18","2.8","DTC Online","0","1","1","1","9.3"
"DE-SURVEY-303","On-the-go Commuters","50","Cologne","3.2","13.26","6.7","Retail/Grocery","0","0","0","0","2.6"
"DE-SURVEY-304","Urban Wellness Professionals","25","Cologne","10.5","27.21","1.8","Retail/Grocery","0","1","1","0","10"
"DE-SURVEY-305","Students & Budget-Conscious","20","Berlin","5.0","16.27","7.2","DTC Online","1","0","0","0","6.8"
"DE-SURVEY-306","Fitness & Gym-Goers","25","Other Germany","9.9","22.79","5.8","Retail/Grocery","1","1","0","0","6.5"
"DE-SURVEY-307","Students & Budget-Conscious","24","Frankfurt","6.7","27.85","7.2","DTC Online","1","1","0","0","4.0"
"DE-SURVEY-308","Urban Wellness Professionals","29","Berlin","6.9","15.85","3.8","Retail/Grocery","0","1","1","1","10"
"DE-SURVEY-309","Students & Budget-Conscious","23","Munich","7.9","17.46","7.2","Retail/Grocery","1","0","0","0","7.8"
"DE-SURVEY-310","Students & Budget-Conscious","23","Other Germany","6.3","22.42","7.8","Retail/Grocery","1","1","1","0","7.0"
"DE-SURVEY-311","Urban Wellness Professionals","29","Other Germany","5.9","4","3.8","Retail/Grocery","0","0","0","1","9.5"
"DE-SURVEY-312","Fitness & Gym-Goers","19","Hamburg","7.6","21.45","5.7","Retail/Grocery","1","0","1","0","7.2"
"DE-SURVEY-313","Urban Wellness Professionals","38","Berlin","6.8","9.25","1.8","DTC Online","1","0","0","1","9.7"
"DE-SURVEY-314","Students & Budget-Conscious","22","Munich","2.4","12.18","6.1","Retail/Grocery","0","1","1","0","7.5"
"DE-SURVEY-315","Fitness & Gym-Goers","26","Other Germany","3.1","27.15","7.2","Retail/Grocery","1","1","0","1","5.9"
"DE-SURVEY-316","Students & Budget-Conscious","20","Other Germany","5.7","27.73","8.3","Retail/Grocery","1","1","0","1","6.4"
"DE-SURVEY-317","Students & Budget-Conscious","19","Berlin","8.1","13.46","8.3","Retail/Grocery","1","1","0","0","5.5"
"DE-SURVEY-318","On-the-go Commuters","39","Other Germany","6.0","27.66","5.3","Retail/Grocery","1","0","0","0","6.5"
"DE-SURVEY-319","Fitness & Gym-Goers","35","Munich","6.5","18.17","3.2","Gym & Office","1","1","0","0","9.8"
"DE-SURVEY-320","Urban Wellness Professionals","40","Frankfurt","10.8","26.48","2.8","Retail/Grocery","0","1","0","1","8.2"
"DE-SURVEY-321","Students & Budget-Conscious","23","Other Germany","5.7","11.55","8.1","Gym & Office","1","0","1","0","4.1"
"DE-SURVEY-322","Urban Wellness Professionals","33","Hamburg","7.8","16.21","3.9","Retail/Grocery","0","1","1","0","9.9"
"DE-SURVEY-323","Students & Budget-Conscious","18","Munich","3.6","21.03","7.9","Retail/Grocery","1","0","0","0","6.9"
"DE-SURVEY-324","On-the-go Commuters","35","Berlin","8.0","16.08","5.9","Gym & Office","1","1","1","0","6.5"
"DE-SURVEY-325","Fitness & Gym-Goers","30","Other Germany","5.7","10.31","5.5","Retail/Grocery","0","0","1","0","8.5"
"DE-SURVEY-326","Urban Wellness Professionals","26","Other Germany","8.3","19.85","4.6","DTC Online","0","0","1","1","10"
"DE-SURVEY-327","Students & Budget-Conscious","24","Munich","4.7","26.93","8.0","Retail/Grocery","1","1","1","0","6.1"
"DE-SURVEY-328","Students & Budget-Conscious","22","Hamburg","6.2","14.71","7.5","Retail/Grocery","1","0","0","0","5.5"
"DE-SURVEY-329","On-the-go Commuters","48","Munich","4.6","28.99","5.8","Retail/Grocery","1","1","0","0","7.4"
"DE-SURVEY-330","Urban Wellness Professionals","39","Munich","8.9","11.3","4.4","DTC Online","0","0","1","0","10"
"DE-SURVEY-331","On-the-go Commuters","44","Other Germany","6.8","30.74","5.8","Retail/Grocery","1","0","1","0","6.3"
"DE-SURVEY-332","Urban Wellness Professionals","35","Berlin","7.1","19.7","6.4","DTC Online","1","1","0","1","8.3"
"DE-SURVEY-333","Urban Wellness Professionals","33","Berlin","6.2","11.35","6.4","Retail/Grocery","0","0","1","0","5.1"
"DE-SURVEY-334","On-the-go Commuters","36","Other Germany","6.5","23.76","3.9","Retail/Grocery","1","1","1","0","7.4"
"DE-SURVEY-335","Students & Budget-Conscious","23","Munich","2.9","23.55","8.0","Retail/Grocery","1","0","0","0","6.7"
"DE-SURVEY-336","Students & Budget-Conscious","21","Cologne","4.3","11.71","9.4","Gym & Office","1","1","0","0","5.6"
"DE-SURVEY-337","Fitness & Gym-Goers","25","Frankfurt","1.6","19.49","5.8","Gym & Office","1","0","0","0","10"
"DE-SURVEY-338","Urban Wellness Professionals","34","Berlin","6.8","26.83","3.7","DTC Online","0","0","0","1","7.5"
"DE-SURVEY-339","Students & Budget-Conscious","20","Berlin","3.6","15.48","8.8","DTC Online","1","1","1","0","6.2"
"DE-SURVEY-340","Urban Wellness Professionals","40","Other Germany","6.7","23.41","2.6","DTC Online","1","0","1","0","8.3"
"DE-SURVEY-341","Urban Wellness Professionals","28","Other Germany","5.7","31.68","2.3","DTC Online","0","1","0","1","10"
"DE-SURVEY-342","Fitness & Gym-Goers","30","Other Germany","6.8","19.39","6.7","Gym & Office","1","0","1","1","6.4"
"DE-SURVEY-343","Urban Wellness Professionals","38","Other Germany","7.9","18.18","2.6","Retail/Grocery","0","0","1","1","10"
"DE-SURVEY-344","Urban Wellness Professionals","27","Berlin","8.5","19.04","2.9","Retail/Grocery","1","1","0","0","10"
"DE-SURVEY-345","Fitness & Gym-Goers","32","Berlin","5.3","20.38","5.2","Retail/Grocery","1","0","1","0","7.5"
"DE-SURVEY-346","Students & Budget-Conscious","20","Other Germany","5.3","19.12","7.7","Retail/Grocery","1","1","0","0","7.4"
"DE-SURVEY-347","Students & Budget-Conscious","23","Other Germany","4.9","13.43","8.8","DTC Online","1","0","1","0","7.5"
"DE-SURVEY-348","Students & Budget-Conscious","24","Other Germany","4.5","11.43","10","Retail/Grocery","0","1","1","0","3.3"
"DE-SURVEY-349","Urban Wellness Professionals","30","Munich","7.0","22.94","3.7","DTC Online","1","1","1","1","10"
"DE-SURVEY-350","Fitness & Gym-Goers","25","Other Germany","3.3","28.45","6.2","DTC Online","1","0","1","1","5.3"
"DE-SURVEY-351","On-the-go Commuters","46","Berlin","4.5","14.18","7.7","Retail/Grocery","1","0","0","0","4.9"
"DE-SURVEY-352","Urban Wellness Professionals","31","Other Germany","6.2","29.59","3.1","Gym & Office","0","1","0","0","10"
"DE-SURVEY-353","Fitness & Gym-Goers","23","Munich","5.6","14.37","6.1","Retail/Grocery","0","0","1","0","10"
"DE-SURVEY-354","Urban Wellness Professionals","33","Berlin","7.5","31.1","3.7","Retail/Grocery","0","0","1","1","9.4"
"DE-SURVEY-355","Students & Budget-Conscious","24","Cologne","3.3","21.4","7.7","Retail/Grocery","1","1","0","1","4.2"
"DE-SURVEY-356","Students & Budget-Conscious","21","Munich","5.8","26.01","10","Retail/Grocery","1","1","1","0","3.9"
"DE-SURVEY-357","Students & Budget-Conscious","23","Other Germany","3.7","12.95","6.4","Gym & Office","1","1","0","0","5.3"
"DE-SURVEY-358","Students & Budget-Conscious","19","Cologne","4.9","17.6","6.5","Retail/Grocery","1","1","0","0","6.0"
"DE-SURVEY-359","Urban Wellness Professionals","26","Other Germany","5.0","21.62","4.2","Retail/Grocery","0","0","1","1","8.6"
"DE-SURVEY-360","Urban Wellness Professionals","30","Cologne","7.7","16.07","4.5","DTC Online","0","1","0","0","7.2"
"DE-SURVEY-361","Students & Budget-Conscious","23","Hamburg","6.8","19.58","7.1","DTC Online","1","1","0","0","2.7"
"DE-SURVEY-362","Fitness & Gym-Goers","31","Munich","5.8","23.74","5.0","Retail/Grocery","1","0","0","0","8.9"
"DE-SURVEY-363","Students & Budget-Conscious","21","Munich","6.3","18.07","6.7","Gym & Office","1","0","0","0","6.1"
"DE-SURVEY-364","Students & Budget-Conscious","18","Other Germany","2.0","17.77","9.2","Gym & Office","1","1","1","0","3.6"
"DE-SURVEY-365","Fitness & Gym-Goers","35","Berlin","5.6","17.85","6.0","Gym & Office","1","0","1","1","9.0"
"DE-SURVEY-366","Students & Budget-Conscious","23","Other Germany","6.1","18.45","7.2","DTC Online","0","1","1","0","6.4"
"DE-SURVEY-367","Fitness & Gym-Goers","27","Hamburg","7.3","24.26","1.3","Retail/Grocery","1","0","1","1","10"
"DE-SURVEY-368","Fitness & Gym-Goers","27","Other Germany","5.8","26.37","7.3","Retail/Grocery","0","0","1","0","8.8"
"DE-SURVEY-369","Fitness & Gym-Goers","18","Other Germany","4.4","14.58","5.8","Gym & Office","0","0","1","0","7.7"
"DE-SURVEY-370","Students & Budget-Conscious","19","Munich","2.2","9.81","10","DTC Online","0","1","1","0","2.8"
"DE-SURVEY-371","Urban Wellness Professionals","26","Other Germany","7.2","18.62","3.3","Gym & Office","0","1","1","0","9.2"
"DE-SURVEY-372","Urban Wellness Professionals","37","Other Germany","8.1","23.86","3.7","Gym & Office","0","1","1","0","8.3"
"DE-SURVEY-373","Urban Wellness Professionals","34","Munich","8.7","23.03","5.2","DTC Online","1","0","1","1","5.4"
"DE-SURVEY-374","On-the-go Commuters","48","Other Germany","8.4","23.56","7.6","DTC Online","1","0","0","0","2.6"
"DE-SURVEY-375","Urban Wellness Professionals","25","Munich","11.6","33.22","2.1","Retail/Grocery","1","0","0","1","10"
"DE-SURVEY-376","Students & Budget-Conscious","20","Munich","3.8","19.12","7.5","Gym & Office","1","1","0","0","6.3"
"DE-SURVEY-377","Students & Budget-Conscious","23","Other Germany","6.3","21.93","8.5","Retail/Grocery","1","0","1","0","3.9"
"DE-SURVEY-378","Students & Budget-Conscious","21","Berlin","4.2","21.82","7.2","DTC Online","1","0","0","0","3.7"
"DE-SURVEY-379","Students & Budget-Conscious","24","Other Germany","6.8","17.8","6.1","Retail/Grocery","1","0","0","0","4.9"
"DE-SURVEY-380","Urban Wellness Professionals","35","Other Germany","7.6","29.0","3.0","Retail/Grocery","1","1","0","1","10"
"DE-SURVEY-381","Urban Wellness Professionals","28","Munich","7.5","17.77","2.2","DTC Online","0","1","1","0","10"
"DE-SURVEY-382","Fitness & Gym-Goers","31","Frankfurt","5.2","15.96","5.2","Retail/Grocery","0","1","1","0","5.9"
"DE-SURVEY-383","Students & Budget-Conscious","21","Berlin","4.0","9.91","6.4","Retail/Grocery","1","1","1","0","4.8"
"DE-SURVEY-384","Fitness & Gym-Goers","18","Other Germany","6.5","18.63","4.2","Retail/Grocery","1","0","0","0","8.2"
"DE-SURVEY-385","On-the-go Commuters","38","Other Germany","5.4","10.23","4.4","Gym & Office","1","0","0","1","7.5"
"DE-SURVEY-386","Fitness & Gym-Goers","29","Berlin","9.2","15.89","5.7","Gym & Office","1","0","1","0","8.6"
"DE-SURVEY-387","Students & Budget-Conscious","21","Other Germany","9.7","12.45","10","Retail/Grocery","1","0","0","0","3.5"
"DE-SURVEY-388","On-the-go Commuters","27","Berlin","3.3","24.95","7.6","Retail/Grocery","1","0","0","0","4.9"
"DE-SURVEY-389","Urban Wellness Professionals","25","Frankfurt","12.0","22.27","3.1","DTC Online","0","1","0","0","9.8"
"DE-SURVEY-390","Students & Budget-Conscious","23","Other Germany","5.5","15.57","6.4","DTC Online","1","0","0","0","5.6"
"DE-SURVEY-391","Fitness & Gym-Goers","19","Other Germany","7.5","12.82","4.0","Gym & Office","0","0","1","1","9.3"
"DE-SURVEY-392","On-the-go Commuters","48","Munich","6.2","18.59","7.4","Gym & Office","0","0","1","1","6.3"
"DE-SURVEY-393","Urban Wellness Professionals","33","Munich","8.9","22.94","3.3","Gym & Office","0","0","1","1","7.8"
"DE-SURVEY-394","On-the-go Commuters","32","Cologne","6.9","28.59","5.7","Retail/Grocery","1","0","0","0","9.6"
"DE-SURVEY-395","Urban Wellness Professionals","30","Munich","5.3","27.77","2.1","DTC Online","1","0","0","1","10"
"DE-SURVEY-396","Urban Wellness Professionals","37","Cologne","7.0","28.84","3.6","Retail/Grocery","0","0","1","0","8.9"
"DE-SURVEY-397","Fitness & Gym-Goers","31","Other Germany","10.0","20.45","5.2","Gym & Office","0","1","1","0","10"
"DE-SURVEY-398","Urban Wellness Professionals","30","Munich","6.9","25.26","3.6","DTC Online","1","1","1","1","10"
"DE-SURVEY-399","Students & Budget-Conscious","22","Other Germany","4.1","19.04","7.8","DTC Online","0","0","0","0","4.9"
"DE-SURVEY-400","Fitness & Gym-Goers","26","Munich","5.0","7.41","6.4","Retail/Grocery","1","1","1","0","8.8"
"DE-SURVEY-401","Urban Wellness Professionals","35","Other Germany","7.8","26.8","3.7","DTC Online","0","1","1","1","9.5"
"DE-SURVEY-402","Fitness & Gym-Goers","21","Other Germany","6.2","18.14","6.0","Gym & Office","1","0","1","1","5.0"
"DE-SURVEY-403","Urban Wellness Professionals","29","Other Germany","8.0","20.19","1","Retail/Grocery","0","0","1","1","10"
"DE-SURVEY-404","On-the-go Commuters","49","Cologne","4.7","15.54","7.1","DTC Online","0","1","0","0","4.7"
"DE-SURVEY-405","Students & Budget-Conscious","21","Other Germany","5.4","13.6","8.2","DTC Online","0","0","0","1","5.9"
"DE-SURVEY-406","Fitness & Gym-Goers","24","Berlin","3.8","18.56","5.2","Retail/Grocery","1","0","0","0","8.1"
"DE-SURVEY-407","On-the-go Commuters","26","Hamburg","7.1","16.43","5.3","Gym & Office","0","0","0","0","5.6"
"DE-SURVEY-408","Students & Budget-Conscious","23","Berlin","2.7","15.1","9.5","Retail/Grocery","1","0","0","1","6.7"
"DE-SURVEY-409","Fitness & Gym-Goers","20","Other Germany","7.5","25.51","3.2","Gym & Office","0","0","1","0","10"
"DE-SURVEY-410","On-the-go Commuters","43","Frankfurt","3.2","17.76","6.2","Retail/Grocery","1","0","0","0","7.2"
"DE-SURVEY-411","On-the-go Commuters","26","Berlin","5.7","18.93","6.0","Retail/Grocery","1","0","0","0","6.7"
"DE-SURVEY-412","On-the-go Commuters","49","Cologne","6.9","14.54","6.6","Retail/Grocery","1","0","0","0","6.7"
"DE-SURVEY-413","Students & Budget-Conscious","24","Other Germany","4.5","20.85","9.0","Retail/Grocery","1","0","0","0","6.0"
"DE-SURVEY-414","On-the-go Commuters","46","Munich","6.4","26.1","6.6","Retail/Grocery","1","0","1","0","3.6"
"DE-SURVEY-415","Students & Budget-Conscious","20","Hamburg","5.3","12.96","8.3","Retail/Grocery","1","1","1","0","5.0"
"DE-SURVEY-416","Fitness & Gym-Goers","31","Munich","4.4","28.03","5.7","DTC Online","1","1","1","0","9.2"
"DE-SURVEY-417","On-the-go Commuters","29","Munich","7.5","15.1","6.5","Retail/Grocery","1","1","1","0","6.7"
"DE-SURVEY-418","Students & Budget-Conscious","18","Other Germany","6.3","22.13","8.6","Gym & Office","1","0","1","0","3.7"
"DE-SURVEY-419","On-the-go Commuters","27","Hamburg","4.6","12.16","6.6","Retail/Grocery","1","0","1","0","6.6"
"DE-SURVEY-420","Students & Budget-Conscious","22","Other Germany","5.4","26.96","7.7","Retail/Grocery","1","1","0","0","5.4"
